,Snippet,Sentiment
496,"Just had to drag my missus out of @StarbucksUK, until they pay the right tax they won't get a penny from us.",neutral
497,Starbucks better not be busy cause I wanna do work ,neutral
498,Callum's so cute bringing us Starbucks in the morning aw,positive
499,@milliestewart_ when I'm home I'll take u to Starbucks nd to get your eyebrows done :)))),neutral
500,Realised I've been to the gym every day over Xmas. Sadly just to use the Starbucks there #fb,negative
501,@adamhattan I'm going to go and get a burger king and a starbucks now because I'm a hypocrite. But New Years innit?,neutral
502,Enjoying the last Christmas cup from #starbucks before the #newyear. #skinnylatte #coffee instagram.com/p/_9PAwONccd/,positive
503,RT @NishaKatona: How India does Starbucks- this was sweet ginger tea and it was delicious @Mowglistfood pic.twitter.com/xMIQ4Zsku9,positive
504,"@johnprescott @HMRCgovuk HMRC failure to close handy little tax loopholes for the likes of Starbucks, Amazon et al is honour worthy to them!",neutral
505,That drink was disgusting @StarbucksUK thank god Christmas drinks nearly finished won't be having it next year put me off completely! ,negative
506,.@troyesivan playing whilst we have lunch in Starbucks ,neutral
507,RT @seventeen: 16 Things You Should Never Say to a Starbucks Barista bit.ly/1IFVJLT pic.twitter.com/6n6cGgpq1r,neutral
508,How India does Starbucks- this was sweet ginger tea and it was delicious @Mowglistfood pic.twitter.com/xMIQ4Zsku9,positive
509,"I'm at @StarbucksUk in London, Greater London swarmapp.com/c/bMk3DTfTPT7",neutral
510,RT @JustOneJay: Waiting for Toria to get the #hotchocolate from @starbucks @vvjb #dayout #family #cycle� instagram.com/p/_9OHbfrYuc/,neutral
511,Waiting for Toria to get the #hotchocolate from @starbucks @vvjb #dayout #family #cycle� instagram.com/p/_9OHbfrYuc/,neutral
512,Like wth is this clear liquid at the bottom so not happy with my Starbucks #notimpressed @StarbucksUK @Starbucks pic.twitter.com/Rdd4NRkGt6,negative
513,Disappointing experience @StarbucksUK Pinner branch this AM. Tables not cleared and messy store with no china cups and staff under pressure.,negative
514,"Smiley face. #London #starbucks #christmas #nye #red @ London, United Kingdom instagram.com/p/_9NyFJqsGr/",neutral
515,Disappointing experience @starbucksuk Pinner branch this AM. Tables not cleared and messy store with no china cups and staff under pressure.,negative
516,why is starbucks still playing christmas music pls let it go stop this monstrosity,neutral
517,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/9DXC4oNHed,neutral
518,Asked for the cream was told just run out sorry chocolate cream or none!!! @StarbucksUK you are getting worse every time I come in now!!,negative
519,@sarahdriver45 @CostaCoffee haha no that's Starbucks Sarah lol #get #with #it hotline bling xxx,neutral
520,RT @seventeen: 16 Things You Should Never Say to a Starbucks Barista bit.ly/1IFVJLT pic.twitter.com/6n6cGgpq1r,neutral
521,Ordered a toffee nut latte with cream in @StarbucksUK this is what I got no cream a few little sprinkles and when I pic.twitter.com/nLMMfWoezz,neutral
522,RT @ErinBrockovich: Reality check people! How about we put this energy to saving our water suply #tgif @Starbucks #WarOnChristmas pic.twitter.com/upAOxqbr5P,neutral
523,Having been to dozens of @StarbucksUK the world over I can safely say that Wakefield Calder Park has the slowest service by a country mile,neutral
524,Taken my cousin for her first Starbucks aw pic.twitter.com/1jg09eRqOY,neutral
525,RT @CalumMcSwiggan: You know those people who post pictures of their Starbucks every day? Do they actually drink them? Because how are they alive/not bankrupt?,neutral
526,"Me-""Hi can I have a large coffee please?"" Starbucks""Is that a grande or a venti you want?""
Me-""the one in the biggest cup"" Christ almighty",neutral
527,@NathHutton83 st Mary's Starbucks?,neutral
528,#Chillerin back into everyday life #onthehouse with #starbucks card rewards #toffeenutlatte� instagram.com/p/_9M3eYQQnO/,positive
529,RT @robjones48: Lunch at Starbucks. Free coffee and cake @FitnessRewards1 pic.twitter.com/Ocv6MuLjsu,neutral
530,@redeye interesting I guess it can vary by type of establishment but I'm thinking your average Costa/Starbucks style 'fast food' coffee shop,neutral
531,RT @CalumMcSwiggan: You know those people who post pictures of their Starbucks every day? Do they actually drink them? Because how are they alive/not bankrupt?,neutral
532,Lunch at Starbucks. Free coffee and cake @FitnessRewards1 pic.twitter.com/Ocv6MuLjsu,neutral
533,I'm at @StarbucksUk in Edinburgh swarmapp.com/c/9pa3a1HtvtV pic.twitter.com/JvUDT9mpTL,neutral
534,"Because I've seen bigger muffins in Starbucks, I'm totally going to devour this whole panettone. pic.twitter.com/Wqu5F6mHnT",neutral
535,Starbucks have named me Nadine today...,neutral
536,Won a tenner Starbucks voucher at work.. Free caffeine is good right?,neutral
537,@EnglishSimmer When they pass a Starbucks and don't stop ,neutral
538,I suppose I'm allowed a Starbucks after all I do get a discount ,neutral
539,You know those people who post pictures of their Starbucks every day? Do they actually drink them? Because how are they alive/not bankrupt?,neutral
540,RT @beauty_gemini: Starbucks twitter.com/caramel_252/st�,neutral
541,Chucked out of my hotel so now WFS (Working from @StarbucksUK ) instead! pic.twitter.com/YLSReo8bxR,neutral
542,"Cafe Nero is shite, Starbucks is for basic white bitches & is shite, Americano is overpriced but nice, Costa is just ",negative
543,RT @freelyharry: what actually happened: sat in starbucks for 2 hours twitter.com/1dpossessed/st�,neutral
544,"Cafe Nero is shite, Starbucks is for basic white bitches, Americano is overpriced but Costa is just ",negative
545,@Chessie_Kay @StarbucksUK @ChessieKay Chessie would love to put that cream in your cleavage and slowly lick it off ,positive
546,"Free coffee and cake! Thanks and Happy New Year, @StarbucksUK #goldstatus #freebies",positive
547,@tdobson can't beat @StarbucksUK in a service station though...,positive
548,Drinking the last #starbucks of #2015 at #stansted airport.. #NewYearsEve,neutral
549,#sptdcdf Nice view as you pull up to #Starbucks #dunleavydrive pic.twitter.com/uLIJT3iLJg,positive
550,feeling so emotional and hung over that i almost cried at the starbucks lady putting 2 hearts next to my name on my cup,neutral
551,@StarbucksUK hopefully. U like. pic.twitter.com/c7aG0pcyO9,neutral
552,One last #eggnog latte before the health kick! Courtesy of my secret Santa #drivethru #starbucks pic.twitter.com/p2wTbtsVF3,neutral
553,routine Starbucks catchup with my fav later?? @aimsmithxx,neutral
554,Literally my last #eggnoglatte @starbucksuk this year. Then I won't hit Starbucks until next� instagram.com/p/_9IwQeMyr_/,neutral
555,#Starbucks #dunleavydrive #cardiff Nice view as you pull up for coffee !!! pic.twitter.com/3NM8VQ8DAw,positive
556,@StarbucksUK Please do something about the car park at Capel St Mary! pic.twitter.com/RvjvDDxmNH,neutral
557,My Topshop dresses have arrived for this evening and I have a free Starbucks drink to collect from @Vitality_UK. Today is a good day!,neutral
558,"I'm at @StarbucksUk in London, Greater London swarmapp.com/c/luxaL1iPZCo",neutral
559,"Even in Starbucks Newcastle they play A Fine Frenzy Red Ribbon Foxes, love it!!",positive
560,RT @ddlovato: Just tried to buy the remaining Holiday Spice inventory from the @starbucks next to my house but there was barely any left... ,positive
561,When you forget how to order nonchristmas Starbucks,neutral
562,Now for NYE @DisneylandParis style and to see in Roxys 13th birthday at midnight but first @Starbucks ? pic.twitter.com/fTdKJoFscs,neutral
563,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
564,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
565,"Guarda su #Periscope: Star bucks My Only Beautiful, @bsantini_ ? periscope.tv/w/aVUL3DF3QkVB�",neutral
566,I wish that there was a Starbucks in my house...,neutral
567,"I'm at @StarbucksUk in London, Greater London swarmapp.com/c/aeUfrTACtp5",neutral
568,If there are ice cream trucks in the summer why cant we have Starbucks trucks in the winter?,neutral
569,"I'm at @StarbucksUk in London, Greater London swarmapp.com/c/4Gqvz61aTfA pic.twitter.com/KJSgtScm82",neutral
570,Wait! That means I can bring Tsunny a choco muffin from Starbucks! Genius me [flips hair],neutral
571,@e1ais @MoreUtterPiffle. not entirely accurate there should be a Starbucks on top. :-),neutral
572,"""I don't like Starbucks"" so why did you come to Starbucks when there is a costa right next to it? #StupidHoe",neutral
573,Honey pancakes and chai tea latte. #honey #pancakes #Starbucks #chaitealatte #thanks stevey26z instagram.com/p/_9GyyXyT96/,neutral
574,"Baristas at @Starbucks, most of whom work part time, enjoy the health insurance the company offer - a rarity for most retail part-time jobs.",positive
575,"@StarbucksUK Even if some of your branches don't sell chestnut praline latte, shouldn't they have heard of it? ?",neutral
576,"RT @hackneyglyn: 'Could Amazon, Google, Starbucks, Boots, Vodafone pay their fucking taxes to pay all the flood victims in Britain' pic.twitter.com/zYdv68IcZc",neutral
577,"When the guy at Starbucks goes ""gingerbread latte & hazelnut hot chocolate?"" when you rock up to the same one everyday ",neutral
578,RT @mohicanrunner: I'm at @StarbucksUk in Sheffield swarmapp.com/c/c3xqdzshLKf,neutral
579,"RT @hackneyglyn: 'Could Amazon, Google, Starbucks, Boots, Vodafone pay their fucking taxes to pay all the flood victims in Britain' pic.twitter.com/zYdv68IcZc",neutral
580,Sitting in Starbucks with a coffee is a much nicer way to fill up your car.,neutral
581,Switching seats in Starbucks so that no one will see me looking at twitter porn. #justfurrythings,neutral
582,RT @klangs: Some mornings are just to early for coffee. It is to soothe these painful awakenings that London Fogs exist. @Starbucks #EarlGrey #airport,negative
583,I'm at @StarbucksUk in Sheffield swarmapp.com/c/c3xqdzshLKf,neutral
584,im alone in starbucks waiting for my friend n people are giving me looks,neutral
585,Too many families with noisy children in Starbucks this time of year ,neutral
586,what actually happened: sat in starbucks for 2 hours twitter.com/1dpossessed/st�,neutral
587,"RT @StanleyCohenLaw: WB ""settlers"" suffering nightmares; Starbucks runs out of low fat muffins. Netanyahu to take to airways tonight.",neutral
588,Today's the last day our FREE attraction #EdensSupersizedseat is here! Located outside Starbucks till 4pm! Don't forget to share your pics,neutral
589,RT @Plans_ForSummer: Bring me starbucks so I know it's realll,neutral
590,RT @Chessie_Kay: Nothing gets me going than a #fullenglishbreakfast in @StarbucksUK bring on #NYE2016 @chessie_kay @ChessieKay #bong pic.twitter.com/4L0rKwlk8j,neutral
591,We decided to chop The dogs head off in Starbucks pic.twitter.com/CVAJX8PIZG,neutral
592,Nothing gets me going than a #fullenglishbreakfast in @StarbucksUK bring on #NYE2016 @chessie_kay @ChessieKay #bong pic.twitter.com/4L0rKwlk8j,neutral
593,Thanks to @StarbucksUK for my #FREE Hot Chocolate and Muffin today #Rewards #App pic.twitter.com/mMkxPDLcFv,positive
594,Starbucks is too loud and will probably disappoint me ,negative
595,Day 30: This year; this girl. #30dayphotochallenge @ Starbucks UK instagram.com/p/_9E1TRMknR/,neutral
596,My new years resolution is to start my own meth business and go legit and pay more tax than Google and Starbucks.,neutral
597,I'm at @StarbucksUk in Camden swarmapp.com/c/kygLR4EOwc4 pic.twitter.com/n211vjjkfn,neutral
598,RT @UplandBirder123: Boycott Starbucks: Company needs to get its act together and not contribute to deforestation/habitat destruction RT twitter.com/AmericanIndian�,negative
599,Starbucks UK has paid more than �8m in tax in the past 12 months on the back of record profits. ht.ly/WfTuH #Taxation #Tax,neutral
600,What's your name?..... #starbucks #coffee #name #funny pic.twitter.com/sejTigFGgN,neutral
601,RT @Starbucks_GirI: i used to think i was unphotogenic then i found out i was just ugly,negative
602,"#Starbucks Churchill Sq. in dire need of help. No #soya, 2 loos not working & grimy #notgoodenough",neutral
603,@soucit It got worse :( Just came out of Starbucks and tripped over a loose cobblestone in front of a crowd. I'm cursed! :O,negative
604,no birthday coffee??? waddup with that @StarbucksUK,neutral
605,Some mornings are just to early for coffee. It is to soothe these painful awakenings that London Fogs exist. @Starbucks #EarlGrey #airport,negative
606,RT jumpwagon42: lilysoutter It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp�,neutral
607,@sammiibye20 @CostaCoffee I wonder what @Starbucks lattes are like and how hot they are ?? ,neutral
608,Got my bag of Christmas Blend from Starbucks. Happy Jack.,positive
609,"@David_Cameron Collect the taxes owed from #Starbucks, #Amazon & #Google & u will have more than enough money for flood defences!",neutral
610,Hahaha this is so true. Dunno why Burds always do this or with a Starbucks saying that will be me next week pic.twitter.com/G8sNAdyQUi,neutral
611,@delusion_exe @StarbucksUK I'm glad you enjoyed it ,positive
612,RT @TGFandom: Kaneki works at Starbucks now pic.twitter.com/wNoMOFqXrC,neutral
613,Had a nice Honey and Almond Hot Chocolate from @StarbucksUK with @mikemeowz. It was really nice but now I'm so full! ,positive
614,"Dk why Starbucks is playing Christmas music already, bit early isn't it ????",neutral
615,Boycott Starbucks: Company needs to get its act together and not contribute to deforestation/habitat destruction RT twitter.com/AmericanIndian�,negative
616,"@David_Cameron Collect all the taxes owed from #Starbucks, #Amazon & #Google & u will enough for flood defences! pic.twitter.com/Gkl2d3ljB0",neutral
617,@bond_julia what are you doing in tottenham? There's no @Starbucks there! Would have gone to house party on Thames but Cornwall? Too good!,neutral
618,RT @kwardor: @JNewellPhotos @StarbucksUK @gordonstcoffee Starbucks does mince coffee anyway #shouldhavegonetoGSC,neutral
619,Last Starbucks today #redcups giving them up for New Years. Bye 2015 hello 2016 #bestbeagoodyear,neutral
620,Apparently that says 'Amy' #starbucks #beach #earlymorning instagram.com/p/_9BEJAQ_KQ3E�,neutral
621,Starbucks. Basic.,neutral
622,"Trespassing on @robelflain's turf! (@ Starbucks in Basildon, Essex) swarmapp.com/c/2VE5umV5WMM",neutral
623,Last Starbucks today #RedCups giving it for New Years bye 2015 hello 2016,neutral
624,Hey @StarbucksUK your King's Lynn branch looks amazing but severely let down by staff. More training needed perhaps?,positive
625,Yuk. Starbucks eggnog latte tastes like Wicks bubblegum-flavoured vom.,neutral
626,Hi @StarbucksUK y'day couldn't redeem bakery offer @ Kensington-Gloucester Rd.as barista wasn't aware of basic dietary info-suitable fr veg?,neutral
627,@pearliepumpkin @StarbucksUK it's a hard time ,neutral
628,"If only @amazon @google @Starbucks @BootsUK @Topshop & @VodafoneUK weren't cunts, eh? #floods #yorkfloods #taxcunts pic.twitter.com/TmNJ2jmPRb",neutral
629,RT @MotherJones: Is Uber ripping off its drivers? The woman who beat Starbucks and FedEx in court says yes mojo.ly/1YNZaqV pic.twitter.com/LYqcp2O3p7,negative
630,"If I get up now, I'll have time to go in the other direction and get a Starbucks and then turn back and go to work. Motivation needed.",neutral
631,@StarbucksUK hi what's opening times for Drive Thru's for New Years Day?In particular St Helen's?Need to start off 2016 with a Starbucks!,neutral
632,@theskinnydoll @Starbucks haha I get it all the time... It's OLIVIA not Oliver!!! ,neutral
633,In .@StarbucksUK enjoying my last Honey Almond Hot Chocolate until next Christmas. #newyear #chocolate #festivedrink pic.twitter.com/jZAmx8ty0h,positive
634,I feel like the man opposite me in Starbucks just took a picture of me ,neutral
635,In .@StarbucksUK enjoying my last Honey and Almond Hot Chocolate until next Crimbo. #drinks #hotchocolate #love pic.twitter.com/WFBUnIMzir,positive
636,"RT @1DLittleSecret: Forever my fav pic of Harry (and the famous Starbucks one, of course) -L pic.twitter.com/syHp2RG3oy",neutral
637,I am also happy that in 2016 here in Milan (centre) will be he big Apple Store ever!!! Can't wait haha will be also Starbucks ,positive
638,@Starbucks if you insist on making us tell you our name at least get it right! Frank?! Seriously ... pic.twitter.com/5RogfGyQKr,neutral
639,I'm sitting in Starbucks gigging every couple of minutes as I watch this man fall over again and again! fb.me/6XvqdXChB,neutral
640,Morning coffee!!! Thank you @JoeShears for my @StarbucksUK Toffee Nut syrup!! Mmmmm yummy!! pic.twitter.com/11yqJQiUFW,positive
641,Which #Starbucks is cooking at each of the States in the United!! pic.twitter.com/XzutsbxzDy,neutral
642,Starbucks told me they'd run out of toffee nut syrup and i nearly had a tantrum i'm such a white girl,neutral
643,@theskinnydoll @Starbucks I've had this ,neutral
644,@JazRabadia @Starbucks I'll bet! It is completely brilliant and so deserved. Get your curtsying skills on!,positive
645,YUS! Supermarket & Starbucks in around an hour!,neutral
646,Design principles to evaluate your product (or Starbucks table!) bit.ly/1R6ytHS pic.twitter.com/Fhs7cSAG7L,neutral
647,"I wonder how much money Starbucks and Costa have taken from me over the years, I'd say more than any other company.",neutral
648,"Actually hated my life crawling out of bed this morning, someone pass me a starbucks.",neutral
649,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
650,Loving my first trip to @StarbucksUK york do! Especially with the dirty tray and a security alarm going off in the background #starbucks,positive
651,Huge congratulations to @JazRabadia for her MBE for services to sustainability! I am a very proud @starbucks partner this morning!,positive
652,Can i have a Honey & Almond Hot Chocolate please? ?? (@ Starbucks in Taunton) swarmapp.com/c/eVVlUQnZkjY,neutral
653,"RT @UpriseVSI: Move over Starbucks #redcups, it's all about the @Cafe2ULtd cups! #FridayFeeling pic.twitter.com/OOZIVlaPz2",neutral
654,The man in starbucks said I look like someone who is getting on it tonight... ,neutral
655,Corporation Tax paid @StarbucksUK @facebook UK @AmazonUK @NetflixUK @CadburyUK @JPMorgan_UK @MerrillLynch UK @DeutcheBank UK @GoogleUK,neutral
656,It's such a blessing that I work pretty much opposite Starbucks ,neutral
657,"RT @ddlovato: Why doesn't @Starbucks at least make the cups about the actual season: winter? (snowflakes, snowmen..etc.) ??? ",neutral
658,@Starbucksnews @Starbucks so you can't take part if you're in the UK? ,neutral
659,Love a good coffee in the morning #coffee #bialetti #costa #starbucks #whoneedsem instagram.com/p/_877X7hRlO/,positive
660,@Tomfoins87 @tehTrunk Think a Trequartista is the guy who serves them Coffee in Starbucks.,neutral
661,i�m worried about the sinister power of the Dark Starbucks Cup and how it moves through time and space,neutral
662,"RT @1DLittleSecret: Forever my fav pic of Harry (and the famous Starbucks one, of course) -L pic.twitter.com/syHp2RG3oy",neutral
663,"#online.
It's just amazing how me and @mikemeowz walk from the other side of town, all the way to @StarbucksUK.
We're that desperate.",positive
664,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
665,@A_Liberty_Rebel @Steven_Swinford the medal carries the words 'sponsored by Starbucks ',neutral
666,working from a Starbucks today - a nice change of scenery! pic.twitter.com/Vhqb9TilCn,positive
667,Begging my dad to take me to the supermarket so I can buy actual food. Oh and also Starbucks ,neutral
668,"Breakfast time (at @StarbucksUk in London, Greater London w/ @mikee_och) swarmapp.com/c/45AeOMD01iZ",neutral
669,@LoveAndKissesxo love to this day the Starbucks !! They should use this !!!!,positive
670,LRT lmao listen... If the fool in front of me at Starbucks took that damn long with his order only to walk out I would not be laughing,negative
671,@Starbucks cheers for the food poisoning right in time for NYE ,neutral
672,Finish off the last day of the year with a #Snowballmuffin from @StarbucksUK #HeartShopping bit.ly/1mnD0KW fb.me/4ARP8668a,neutral
673,"Study Finds That McDonald's, Starbucks, Burger King and KFC Ice Is Dirtier Than Toilet Water. fb.me/3ggOP4w26",neutral
674,As I am visiting the Capital I feel like I should use the @StarbucksUK app to pre order a coffee or buy something on @amazonprimenow!,neutral
675,RT @ddlovato: Just tried to buy the remaining Holiday Spice inventory from the @starbucks next to my house but there was barely any left... ,positive
676,"RT @CurrockEsso: Remember we are open 24 hours a day, esso fuel, spar shop, Starbucks and subway :) pop along to see us soon @CurrockEsso @EuroGaragesLtd",neutral
677,"RT @shanks_x21: Of all the seats to choose from in this empty Starbucks, a man has to come sit opposite me rubbing his leg watching me eat my muffin ",neutral
678,"I'm at @StarbucksUk in London, Greater London swarmapp.com/c/30HrASFtV6r",neutral
679,RT @lunchexhibition: Starbucks accelerates mobile order rollout after successful pilot - Business Insider apple.news/AMiXEuPjkR9m9b�,neutral
680,RT @lilysoutter: It's #Giveaway time! #RT & #Follow us to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp pic.twitter.com/0DttZlGUrG kcnf,neutral
681,RT @lilysoutter: It's #Giveaway time! #RT & #Follow us to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp pic.twitter.com/0DttZlGUrG opfb,neutral
682,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
683,RT @OfficialBradlee: Im playing Pocahontas loudly in Starbucks bc I have 0 fucks to give,neutral
684,"@Gemma7586 has made me a @IHOP style breakfast! Pancakes, bacon & maple syrup, along with a black @Starbucks Christmas blend Americano!",neutral
685,RT @BreanPlay: Open today until 4pm. #play #cafe #starbucks #wifi,neutral
686,RT @BreanPlay: Open today until 4pm. #play #cafe #starbucks #wifi,neutral
687,@StarbucksUK according to a list I've got Starbucks are meant to give nhs discount. However in the cafe I was told this is not the case??,neutral
688,@RossFootball @JamieRoss7 in the imaginary Starbucks he went to he'd even have over �15.00 change to get back! ,neutral
689,RT @FinsandFluke: Petition � A call for @Starbucks to lead the world in offering #biodegradable straws and lids chn.ge/1FyihqI via @Change,neutral
690,#uae #ad #alain #dubai #emirates #ronaldo #realmadrid #usa #starbucks #kuwait #good #love #london� instagram.com/p/_83PwLrJaD/,positive
691,"Trying out the new Starbucks! (at @StarbucksUk in Leicester, Leicestershire w/ @fencewithzombie) swarmapp.com/c/0SSuSWopjlk",neutral
692,#uae #ad #alain #dubai #emirates #ronaldo #realmadrid #usa #starbucks #kuwait #good #love #london� instagram.com/p/_83OF1rJZ9/,positive
693,RT @BreanPlay: Open today until 4pm. #play #cafe #starbucks #wifi,neutral
694,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
695,@StarbucksUK is it possible to merge multiple Starbucks cards balance into one account?,neutral
696,Halfway House .. Starbucks,neutral
697,Fuel for the day ?? #starbucks #latte pic.twitter.com/84qWjtA85f,neutral
698,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
699,the man is Starbucks has changed Keris' name to kevil haha yes,neutral
700,Kinda the best way to start a new day #NewYearsEve getting prepared for a crazy night #2016 #Starbucks #coffee,positive
701,Last Gingerbread Latte of 2015 #Starbucks #Coffee #ChingerbreadLatte #nye2015 instagram.com/p/_8129fFRMC/,neutral
702,@KingOfJnc4A @CostaCoffee @StarbucksUK think you've done a good job Brett!,neutral
703,@MattUpston @robjones48 I'm very picky about who I take Matt don't want people using me for my Starbucks. ,neutral
704,Of course the Starbucks is closed it' 1am. But I want hot coco!!,neutral
705,RT @rachael_cc: Sitting in Costa drinking a starbucks lol #breakingtherules,neutral
706,Starbucks latte and pret lunch in hand because sometimes it's up to you to brighten up your own day,neutral
707,Starbucks. DJ Russke ft JB. ?? ,neutral
708,RT @robjones48: My @FitnessRewards1 free starbucks is there ?,neutral
709,"When they ask you in #starbucks for your name reply ""Call me Ishmael"" #confusethestaff",neutral
710,Pardon my eyebag @ Starbucks Bedford instagram.com/p/_80Xb_r0HU/,neutral
711,Nice cup of #Starbucks #cafeverona #coffee this morning! Surely this will wake me up! ?? instagram.com/p/_80O8xDYt3/,positive
712,"These guys pay me to exercise. Real cash vouchers for Amazon, Starbucks, iTunes and loads more.Start earning now @bountsit",neutral
713,@StarbucksUK honey and almond hot chocolate is life ? #starbucks #edinburgh #waitingforthetrain pic.twitter.com/IWviO1Y5pL,neutral
714,RT @GiftCard_Coupon: #GiftCard #Coupon Starbucks Gift Card. First-Year-Issue. HAWAII HULA. 2004. Worldwide shipping. dlvr.it/D8Hfl0 #Discount #Bargains,neutral
715,Just had a delightful chai latte whilst putting on my eye makeup in @StarbucksUK in #Norwich Nice last day of 2015 so far! #NYE,positive
716,"Gutted this morn with @StarbucksUK. After checking the web to see opening times it was closed, & opening at 9am. :( pic.twitter.com/taEQUVXNJ7",neutral
717,"RT @LDN_TUBE: Starbucks is multinational I'm multi-local: Don't ask where I'm from, ask where I'm a local ted.com/talks/taiye_se� by @taiyeselasi",neutral
718,"RT @garrie_coleman: New Year's Honours: chief exec of HMRC. Amazon, Facebook, Starbucks, Sports Direct board mems must be rolling about laughing. #honourslist",neutral
719,alone in starbucks and there are couples around me,neutral
720,"Last Tall Iced Vanilla Latte of the Year! (at @StarbucksUk in Mayfair, Greater London) swarmapp.com/c/6HrI71C3rJv",neutral
721,"The woman in Starbucks just said ""Happy New Year, darling"" to me. Okay",neutral
722,"New Year's Honours: chief exec of HMRC. Amazon, Facebook, Starbucks, Sports Direct board mems must be rolling about laughing. #honourslist",neutral
723,"Tesco have custard doughnuts, and Starbucks have Eggnog Lattes. Today is a good NYE so far ??",neutral
724,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
725,"Been in Starbucks for 6 hours min. per day, with a nice brunch beforehand, a good dinner afterwards and plenty jokes in the sun in between.",positive
726,RT @Ne0nnet: As a customer AND UK citizen... C'mon @BootsUK @AmazonUK @StarbucksUK @google !! (and @VodafoneUK @Topshop !!) pic.twitter.com/PXfX0KoRl4,neutral
727,"These guys pay me to exercise. Real cash vouchers for Amazon, Starbucks, iTunes and loads more.Start earning now @bountsit",neutral
728,Some guy n his bird stood outside Starbucks drinking wine at this time hahaha mad cunts it ain't even half 8 ffs,negative
729,@Starbucks see if I buy a coffee..... Will you's pay your tax?,neutral
730,RT @laineybot: when Starbucks forgets to give you a straw pic.twitter.com/kJGQrnB4Ti,neutral
731,@sainsburys you should start stocking @StarbucksUK Verismo pods #GoodCoffee,neutral
732,@StarbucksUK I do think you mean complemented rather than complimented... pic.twitter.com/cFx1U8SIkV,neutral
733,"RT @1DLittleSecret: Forever my fav pic of Harry (and the famous Starbucks one, of course) -L pic.twitter.com/syHp2RG3oy",neutral
734,My morning in one photo... #starbucks pic.twitter.com/hsAniZla2m,neutral
735,Having a celebratory I-get-to-keep-my-job Starbucks this morning. ??,neutral
736,@emmakennytv The day @hellorogue @misswestendgirl @GlasgowBBlogger & I went to Starbucks then Remnant Kings event. Laughed so much! X,neutral
737,"Stopped at Starbucks for a gingerbread latte and a pan au chocolate - or, as they are better known, ""yesterday's pan au chocolate"" #stale",neutral
738,I want a frappe from Starbucks but there are so many people in the cafe. AND I SAW A BULLSHIT SLUT...,neutral
739,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/9DXC4oNHed,neutral
740,"if u go to starbucks in the morning of payday u will get the most dyna cup of chai tea latte, u heard it here first",neutral
741,RT @Starbucks_GirI: I take super hot showers because I like to practice burning in hell,negative
742,Starbucks And The 4 Keys To Social Media Engagement bit.ly/cQs0Y2 @jeffbullas,neutral
743,Outcry over Starbucks' minimalist red cups show fine line marketers walk during holidays: NEW YORK � It... bit.ly/1RaavvA #forex,neutral
744,Outcry over Starbucks' minimalist red cups show fine line marketers walk during holidays: NEW YORK � It... bit.ly/1RaavvA #forex,neutral
745,Outcry over Starbucks' minimalist red cups show fine line marketers walk during holidays: NEW YORK � It... bit.ly/1RaavvA #forex,neutral
746,Outcry over Starbucks' minimalist red cups show fine line marketers walk during holidays: NEW YORK � It... bit.ly/1RaavvA #forex,neutral
747,Outcry over Starbucks' minimalist red cups show fine line marketers walk during holidays: NEW YORK � It... bit.ly/1RaavvA #forex,neutral
748,RT @lilysoutter: Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/lGxzbNW1WX,neutral
